target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,53.4496958998498,19.0315673300531,None,72.5107875000685,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,78.3469867999665,None,prac,2,2,1,negative,negative,l,l,1,2.59442529990338,80.3523234000895,81.360883000074,81.3442133001518,None,80.3523234000895,None,80.3523234000895,None,80.3523234000895,None,83.947092999937,None,83.947092999937,None,83.947092999937,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,1,1,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,positive,j,j,1,1.13487319997512,84.945325900102,85.9608815999236,85.9274667000864,None,84.945325900102,None,84.945325900102,None,84.945325900102,None,87.0774725301191,None,87.0774725301191,None,87.0774725301191,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
negative,positive,2,j,l,NaN,NaN,NaN,NaN,0,2,2,15,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,negative,l,l,1,0.915203700074926,87.0839146000799,88.0941008999944,88.0774185999762,None,87.0839146000799,None,87.0839146000799,None,87.0839146000799,None,88.9942527299747,None,88.9942527299747,None,88.9942527299747,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
neutral,positive,1,k,k,NaN,NaN,NaN,NaN,0,3,3,4,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,neutral,k,k,1,1.03120680013672,89.0003072000109,90.0107241000514,89.9940430999268,None,89.0003072000109,None,89.0003072000109,None,89.0003072000109,None,91.0275544301141,None,91.0275544301141,None,91.0275544301141,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,4,4,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,positive,positive,j,j,1,0.898429099936038,91.0329828001559,92.0440217000432,92.0274958999362,None,91.0329828001559,None,91.0329828001559,None,91.0329828001559,None,92.9273347300943,None,92.9273347300943,None,92.9273347300943,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,5,5,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,negative,l,l,1,0.948802099796012,92.9333731001243,93.9467400999274,93.9273262000643,None,92.9333731001243,None,92.9333731001243,None,92.9333731001243,None,94.877318030037,None,94.877318030037,None,94.877318030037,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
neutral,negative,1,k,k,NaN,NaN,NaN,NaN,0,6,6,7,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,neutral,k,k,1,0.931610099971294,94.8825241001323,95.89394180011,95.8801256001461,None,94.8825241001323,None,94.8825241001323,None,94.8825241001323,None,96.8103908300865,None,96.8103908300865,None,96.8103908300865,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,7,7,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,neutral,k,k,1,0.782064100028947,96.817036600085,97.8272464999463,97.7938759000972,None,96.817036600085,None,96.817036600085,None,96.817036600085,None,98.5938966300339,None,98.5938966300339,None,98.5938966300339,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,8,8,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,positive,j,j,1,0.815700500039384,98.5993162000086,99.6105202999897,99.5773070000578,None,98.5993162000086,None,98.5993162000086,None,98.5993162000086,None,100.410626129992,None,100.410626129992,None,100.410626129992,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-03-27_17h15.43.672,Main,2022.1.1,59.9935087227699
