target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,24.1747205000138,29.7527539199451,None,53.9483992999885,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
positive,positive,1,l,j,NaN,NaN,NaN,NaN,0,0,0,2,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,61.1962106999708,None,prac,1,1,1,positive,positive,j,j,1,0.724730100017041,63.209459100035,64.2150982000167,64.1985027999617,None,63.209459100035,None,63.209459100035,None,63.209459100035,None,64.9318312199553,None,64.9318312199553,None,64.9318312199553,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,1,1,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,positive,j,j,1,0.763598300050944,64.9357992999721,65.9483979999786,65.9317962999921,None,64.9357992999721,None,64.9357992999721,None,64.9357992999721,None,66.697363519948,None,66.697363519948,None,66.697363519948,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,2,2,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,neutral,neutral,k,k,1,0.768457400030456,66.7024021999678,67.7150106000481,67.6984358000336,None,66.7024021999678,None,66.7024021999678,None,66.7024021999678,None,68.465286419983,None,68.465286419983,None,68.465286419983,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
negative,negative,1,j,l,NaN,NaN,NaN,NaN,0,3,3,0,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,negative,negative,l,l,1,0.643676400068216,68.4714774000458,69.4815820000367,69.4651058999589,None,68.4714774000458,None,68.4714774000458,None,68.4714774000458,None,70.1125192200066,None,70.1125192200066,None,70.1125192200066,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,4,4,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,positive,j,j,1,0.648303000023589,70.1164190999698,71.1294014999876,71.1124220000347,None,70.1164190999698,None,70.1164190999698,None,70.1164190999698,None,71.7623642200138,None,71.7623642200138,None,71.7623642200138,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,5,5,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,neutral,positive,j,j,1,0.58222870004829,71.7623838,72.7624606000027,72.7624606000027,None,71.7623838,None,71.7623838,None,71.7623838,None,73.3457786200102,None,73.3457786200102,None,73.3457786200102,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,6,6,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,positive,j,j,1,0.683121899957769,73.3467425999697,74.3459556000307,74.3459556000307,None,73.3467425999697,None,73.3467425999697,None,73.3467425999697,None,75.0291025199927,None,75.0291025199927,None,75.0291025199927,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
negative,neutral,1,j,l,NaN,NaN,NaN,NaN,0,7,7,3,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,negative,l,l,1,0.732121599954553,75.0335883999942,76.0482272000518,76.0316006999929,None,75.0335883999942,None,75.0335883999942,None,75.0335883999942,None,76.7624980199849,None,76.7624980199849,None,76.7624980199849,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
neutral,positive,2,k,k,NaN,NaN,NaN,NaN,0,8,8,13,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,positive,neutral,k,k,1,0.583033800008707,76.7741654999554,77.7814853000455,77.764910900034,None,76.7741654999554,None,76.7741654999554,None,76.7741654999554,None,78.3481764199911,None,78.3481764199911,None,78.3481764199911,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,203,2023-04-26_17h06.57.514,Main,2022.1.1,60.4440704867752
