target,distractor,set,ans1,ans2,rep_loop2_thisRepN,rep_loop2_thisTrialN,rep_loop2_thisN,rep_loop2_thisIndex,flanker_prac_loop_thisRepN,flanker_prac_loop_thisTrialN,flanker_prac_loop_thisN,flanker_prac_loop_thisIndex,flanker_main_loop_thisRepN,flanker_main_loop_thisTrialN,flanker_main_loop_thisN,flanker_main_loop_thisIndex,fl_inst_resp_keys,fl_inst_resp_rt,sound_1_started,sound_1_stopped,image_4_started,image_4_stopped,back_2_started,back_2_stopped,main_prac,fl_cold,fl_colt,fl_set,fl_dcond,fl_tcond,fl_ans,fl_res,fl_corr,fl_rt,fix_fl_started,fix_fl_stopped,targ_started,targ_stopped,j_button_started,j_button_stopped,k_button_started,k_button_stopped,l_button_started,l_button_stopped,j_button2_started,j_button2_stopped,k_button2_started,k_button2_stopped,l_button2_started,l_button2_stopped,mainback_started,mainback_stopped,key_resp_keys,mouse_6_x,mouse_6_y,mouse_6_leftButton,mouse_6_midButton,mouse_6_rightButton,mouse_6_started,mouse_6_stopped,text_2_started,text_2_stopped,id_,date,expName,psychopyVersion,frameRate
,,NaN,,,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,space,53.6387159999867,29.1789345699915,None,82.8444204999832,None,NaN,,,NaN,NaN,NaN,,,,,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
positive,negative,2,l,j,NaN,NaN,NaN,NaN,0,0,0,14,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,86.1612516999885,None,prac,1,1,2,negative,positive,l,l,1,0.987269900011597,88.1746293999895,89.175330500002,89.1586492999922,None,88.1746293999895,None,88.1746293999895,None,88.1746293999895,None,90.1585970699933,None,90.1585970699933,None,90.1585970699933,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
positive,positive,2,l,j,NaN,NaN,NaN,NaN,0,1,1,11,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,positive,positive,l,l,1,0.681358100002399,90.1598097999813,91.1753100999922,91.1586637999862,None,90.1598097999813,None,90.1598097999813,None,90.1598097999813,None,91.8419592699764,None,91.8419592699764,None,91.8419592699764,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
neutral,negative,2,k,k,NaN,NaN,NaN,NaN,0,2,2,16,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,negative,neutral,k,k,1,0.581806400005007,91.8489907999756,92.8611206999922,92.8444700999826,None,91.8489907999756,None,91.8489907999756,None,91.8489907999756,None,93.4252574699902,None,93.4252574699902,None,93.4252574699902,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
negative,negative,2,j,l,NaN,NaN,NaN,NaN,0,3,3,9,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,2,negative,negative,j,j,1,0.882344099984039,93.4314381000004,94.444446199981,94.4278234999801,None,93.4314381000004,None,93.4314381000004,None,93.4314381000004,None,95.3088812699978,None,95.3088812699978,None,95.3088812699978,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
positive,negative,1,l,j,NaN,NaN,NaN,NaN,0,4,4,5,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,1,1,1,negative,positive,l,l,1,0.617503399989801,95.3126710999932,96.3275582999922,96.3110130999994,None,95.3126710999932,None,95.3126710999932,None,95.3126710999932,None,96.9276373699802,None,96.9276373699802,None,96.9276373699802,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
neutral,neutral,1,k,k,NaN,NaN,NaN,NaN,0,5,5,1,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,neutral,k,k,1,0.547600900026737,96.9305597999773,97.944238600001,97.9277578999754,None,96.9305597999773,None,96.9305597999773,None,96.9305597999773,None,98.4755874699884,None,98.4755874699884,None,98.4755874699884,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
positive,neutral,2,l,j,NaN,NaN,NaN,NaN,0,6,6,17,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,positive,l,l,1,0.613802500010934,98.4802210999769,99.4917999999889,99.4751307999832,None,98.4802210999769,None,98.4802210999769,None,98.4802210999769,None,100.091720769994,None,100.091720769994,None,100.091720769994,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
positive,neutral,1,l,j,NaN,NaN,NaN,NaN,0,7,7,8,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,1,neutral,positive,l,l,1,0.784466700017219,100.091727199993,101.091798599984,101.091798599984,None,100.091727199993,None,100.091727199993,None,100.091727199993,None,101.877504569999,None,101.877504569999,None,101.877504569999,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
neutral,neutral,2,k,k,NaN,NaN,NaN,NaN,0,8,8,10,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,,NaN,,prac,2,2,2,neutral,neutral,k,k,1,0.632227900001453,101.881104200002,102.892061599996,102.877564900002,None,101.881104200002,None,101.881104200002,None,101.881104200002,None,103.51084847,None,103.51084847,None,103.51084847,None,NaN,,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,104,2023-04-18_15h16.42.320,Main,2022.1.1,59.9832166903756
